lead_id,source,status_at_snapshot,tags,lead_score,priority,campaign_id,product_interest,assigned_to,created_at,days_since_created,total_interactions,last_interaction_type,base_prob,converted_final,revenue_30d
ld_05805,LandingPage,qualified,[],63,medium,cmp_682,Son Dưỡng Menard Giàu Ẩm Bạc Hà 3.2g,user_24,2025-01-20T17:38:00Z,56,1,call,0.0704,0,0
ld_extra_02023,InBound,new,['mua-lai'],69,high,cmp_772,Son Kem Lì Nookoi Mềm Mịn Màu R24 Hồng Dâu 4g,,2025-07-31T02:31:00Z,28,5,message,0.5552,1,158000
ld_extra_05538,Event,nurturing,['mua-lai'],75,medium,cmp_413,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,user_24,2025-06-30T17:38:00Z,81,1,chat,0.281,0,0
ld_09758,FacebookAds,nurturing,[],46,low,cmp_499,Son Kem Lì Australis Mịn Môi Cushion - Màu Cam Cháy 4g,user_24,2025-07-09T02:45:00Z,41,1,call,0.0568,0,0
ld_extra_02015,FacebookAds,contacted,['hot-lead'],78,urgent,,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Cam + Hồng Đất 2.4g,user_15,2025-01-27T00:28:00Z,35,1,email,0.2936,0,0
ld_05212,TiktokAds,new,['quan-tam-duong-da'],41,medium,cmp_588,Son Thỏi 3CE Mềm Môi 08 Hush Red - Đỏ Mâm Xôi 3.5g,user_14,2025-12-30T21:24:00Z,30,0,,0.0528,0,0
ld_extra_01549,Event,contacted,['quan-tam-duong-da'],48,medium,,[Mini] Son Kem Lì 3CE Early Hour - Hồng Hoa Cà 1.5g,user_16,2025-08-03T23:29:00Z,7,1,message,0.1233,0,0
ld_extra_02367,Referral,contacted,['hot-lead'],69,medium,,Son Kem Bùn Into You Lì Mịn Nhẹ - W2 Hồng San Hô 1.8g,user_06,2025-05-17T12:47:00Z,40,1,message,0.4066,1,108000
ld_09271,LandingPage,qualified,[],56,medium,,Son Bóng 3CE Dạng Gel Màu Shy 4g,,2025-08-15T06:24:00Z,17,0,,0.0648,0,0
ld_03976,Event,new,['vip'],78,urgent,cmp_619,Combo 2 Son Dưỡng LipIce Matcha Hương Trà Xanh - Hồng Tự Nhiên + Hương Trà Dâu - Màu Đỏ Cam 2.4g,user_18,2025-01-29T03:33:00Z,21,4,chat,0.3924,1,276000
ld_extra_06091,InBound,nurturing,['vip'],79,urgent,cmp_886,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_15,2025-05-11T17:08:00Z,0,2,message,0.4421,0,0
ld_extra_07233,LandingPage,contacted,['quan-tam-son'],45,high,cmp_294,Son Dưỡng Môi Mentholatum Melty Cream Lip Mật Ong 2.4g,user_14,2025-10-09T23:44:00Z,33,0,,0.187,0,0
ld_extra_07444,Partner,qualified,"['hot-lead', 'vip']",64,high,cmp_108,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,user_23,2025-05-20T02:13:00Z,86,1,message,0.5705,0,0
ld_extra_03657,TiktokAds,contacted,['mua-lai'],48,high,cmp_838,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,user_23,2025-08-07T16:02:00Z,68,0,,0.2525,0,0
ld_extra_05646,Partner,qualified,['mua-lai'],57,urgent,cmp_306,Son Lì Naris Ailus Mịn Môi Màu 02 Đỏ Cam 4g,user_13,2025-03-25T06:40:00Z,25,1,call,0.4236,0,0
ld_02731,Website,nurturing,['hot-lead'],53,high,cmp_288,Son Kem Bùn Into You Lì Mịn Nhẹ - C3 Hồng Hoa Cà 1.8g,user_07,2025-01-19T11:28:00Z,5,2,call,0.2924,1,108000
ld_03299,InBound,contacted,['mua-lai'],74,high,cmp_286,Son Tint Carslan Cấp Ẩm Căng Mọng G102 4.5g,user_15,2025-10-05T18:13:00Z,58,5,chat,0.6392,1,163000
ld_08957,Referral,new,['quan-tam-duong-da'],53,urgent,,Son Kem Lì SILKYGIRL Nhẹ Môi Màu Cam 05 Hot Sala 3.8ml,user_04,2025-02-26T20:32:00Z,64,0,,0.3924,0,0
ld_extra_07411,LandingPage,contacted,[],21,medium,,Son Kem Lì Cathy Doll #11 Red N Beach 3.5g,user_04,2025-11-03T23:37:00Z,13,2,message,0.1322,0,0
ld_extra_05156,Referral,new,"['hot-lead', 'vip']",58,medium,cmp_199,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_17,2025-02-12T21:58:00Z,60,0,,0.3054,1,267000
ld_extra_07277,Website,qualified,"['vip', 'mua-lai']",45,medium,cmp_884,Son Kem Lì B.O.M #H RD 102 Vampire Red - Đỏ Rượu 8.5g,user_03,2025-11-26T03:39:00Z,44,0,,0.1839,0,0
ld_06704,Event,qualified,[],33,low,cmp_491,Son Kem Lì Espoir Màu 8 Calm In Mauve 8.5g,,2025-11-04T19:19:00Z,14,0,,0.0464,0,0
ld_01969,Referral,contacted,"['hot-lead', 'vip']",70,low,,Son Kem Lì Black Rouge A12 Dashed Brown Nâu Gạch 4.5g,user_23,2025-06-24T03:20:00Z,13,3,message,0.556,1,198000
ld_04937,Referral,new,['hot-lead'],91,high,cmp_848,Son Kem Lì Australis Mịn Môi Dreamy - Màu Hồng Sen 4g,user_17,2025-05-28T22:56:00Z,53,1,call,0.5728,1,239000
ld_02113,FacebookAds,new,['mua-lai'],55,urgent,cmp_101,Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g,user_16,2025-02-24T13:05:00Z,32,5,email,0.374,1,216000
ld_00879,InBound,new,['mua-lai'],88,medium,,[HSD 07/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_09,2025-05-31T19:11:00Z,61,3,chat,0.5704,1,48000
ld_extra_09076,Referral,new,['mua-lai'],84,urgent,cmp_218,Son Thỏi Lì Cezanne Mềm Mịn Lâu Trôi #407 Cam Đỏ Cháy 3.9g,user_23,2025-09-17T15:21:00Z,35,5,chat,0.5486,1,195000
ld_extra_02990,Referral,qualified,"['vip', 'mua-lai']",76,low,cmp_551,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,user_16,2025-10-28T01:42:00Z,70,2,message,0.5523,1,158000
ld_07278,Event,new,['quan-tam-duong-da'],54,medium,cmp_301,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,user_13,2025-06-08T00:24:00Z,57,0,,0.0632,0,0
ld_05710,Referral,new,[],41,low,cmp_251,Son Dưỡng Có Màu Vaseline Hồng Cam Êm Dịu 3g,user_04,2025-11-03T08:35:00Z,85,0,,0.3028,0,0
ld_extra_02079,TiktokAds,nurturing,['quan-tam-duong-da'],51,low,cmp_740,[Mini] Son Kem Lì 3CE Early Hour - Hồng Hoa Cà 1.5g,user_22,2025-06-11T07:03:00Z,35,0,,0.1221,0,0
ld_06688,Event,qualified,[],54,medium,cmp_470,Combo Judydoll Son Dưỡng Có Màu 04 Hồng Cam Lạnh + Son Tint N05 Hồng Sung Sữa 3g+2.4g,user_28,2025-08-29T06:06:00Z,77,0,,0.0632,0,0
ld_06419,Website,nurturing,['quan-tam-duong-da'],62,medium,cmp_531,Son Môi Flawsome Good Times - Cam Hồng Đất (Bản Holiday) 2g,user_14,2025-12-22T17:01:00Z,54,1,call,0.0696,0,0
ld_extra_00432,Event,new,['quan-tam-duong-da'],48,medium,,Son Môi Flawsome Be My Bae - Đỏ Ruby (Bản Holiday) 2g,user_05,2025-10-27T11:12:00Z,16,1,chat,0.1763,0,0
ld_09983,InBound,nurturing,[],55,medium,cmp_542,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,user_14,2025-02-19T00:30:00Z,35,3,call,0.394,0,0
ld_extra_09074,TiktokAds,nurturing,['hot-lead'],48,medium,cmp_879,Son Tint Carslan Cấp Ẩm Căng Mọng G102 4.5g,user_21,2025-12-22T14:10:00Z,41,1,email,0.2918,0,0
ld_04630,Referral,new,"['hot-lead', 'mua-lai']",83,high,cmp_367,Son Tint Carslan Cấp Ẩm Căng Mọng G102 4.5g,user_10,2025-09-19T08:46:00Z,68,3,call,0.6464,1,163000
ld_08863,TiktokAds,new,[],64,high,cmp_714,Son Kem Lì Silkygirl Lâu Trôi 06 Bubbly - Đỏ Đất 2ml,user_15,2025-09-21T02:03:00Z,64,1,email,0.1512,0,0
ld_04668,Referral,contacted,['quan-tam-duong-da'],67,high,cmp_288,Son Môi Flawsome Sunday Morning - Đỏ Hồng Trầm (Bản Holiday) 2g,user_02,2025-03-23T07:05:00Z,15,3,message,0.4836,1,270000
ld_extra_04164,TiktokAds,nurturing,[],18,low,cmp_835,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,user_26,2025-10-25T20:45:00Z,55,2,message,0.1252,0,0
ld_00386,Website,nurturing,['quan-tam-duong-da'],95,medium,,Son Kem Lì 3CE Mịn Màng Như Nhung Private - Đỏ Lạnh 4g,user_08,2025-01-15T14:13:00Z,62,2,call,0.096,1,498000
ld_04187,InBound,new,"['vip', 'mua-lai']",70,low,cmp_353,Son Tint Black Rouge DL06 Woody Layer Đỏ Nâu Pha Cam 4.1g,,2025-10-30T17:11:00Z,17,3,email,0.556,1,388000
ld_05346,Event,contacted,[],43,low,cmp_758,[Mini] Son Kem Lì 3CE Casual Affair - Hoa Hồng Khô 1.5g,user_20,2025-12-24T23:48:00Z,50,2,email,0.0544,0,0
ld_02196,Partner,qualified,['hot-lead'],80,low,cmp_647,Dưỡng Môi Đa Năng Pure Paw Paw Chiết Xuất Đu Đủ 25g,user_19,2025-10-16T17:52:00Z,85,2,call,0.484,1,78000
ld_extra_04991,LandingPage,new,['quan-tam-duong-da'],47,medium,cmp_499,Son Thỏi 3CE Mềm Môi 08 Hush Red - Đỏ Mâm Xôi 3.5g,user_19,2025-10-08T04:49:00Z,12,2,email,0.1017,0,0
ld_extra_02635,InBound,contacted,['vip'],68,medium,cmp_392,Son Dưỡng Môi Có Màu BareSoul 10g,user_03,2025-05-01T14:53:00Z,2,2,message,0.4561,0,0
ld_01078,TiktokAds,qualified,['hot-lead'],61,urgent,cmp_511,Son Trang Điểm Flawsome 7 Days - Hồng Cam Trầm 3g,user_27,2025-12-27T08:09:00Z,65,3,call,0.3788,1,110000
ld_06287,Website,nurturing,[],16,urgent,,[HSD 03/2026] Son Tint Black Rouge DL14 Maximal Brown - Nâu Gạch 4.1g,user_20,2025-01-10T07:49:00Z,62,0,,0.1128,0,0
ld_05934,Website,qualified,[],66,low,,Son Kem Lì Silkygirl Lâu Trôi 04 Kissy - Đỏ Cam 2ml,user_03,2025-05-12T02:51:00Z,50,0,,0.0728,0,0
ld_extra_08513,LandingPage,new,['quan-tam-duong-da'],58,high,cmp_179,[HSD 03/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_17,2025-03-18T03:15:00Z,61,0,,0.1125,0,0
ld_extra_09718,Partner,qualified,['vip'],92,high,,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dưa Hấu 25g,user_30,2025-08-07T21:01:00Z,87,4,email,0.7016,1,156000
ld_extra_03364,Referral,new,['mua-lai'],91,high,cmp_579,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_09,2025-08-30T17:37:00Z,29,1,call,0.4058,0,0
ld_08073,Referral,contacted,['quan-tam-duong-da'],45,urgent,cmp_188,Son Kem Lì Flawsome Mịn Nhẹ Queendom - Đỏ Berry Trầm 3g,user_03,2025-01-12T04:08:00Z,13,1,call,0.386,0,0
ld_extra_07021,LandingPage,contacted,[],20,low,cmp_187,Son Bóng Joocyee Màu 01 Mango Pomelo Sago 3.2g,,2025-02-24T15:31:00Z,67,2,chat,0.0928,0,0
ld_09544,TiktokAds,new,['quan-tam-duong-da'],55,medium,,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dâu 25g,user_18,2025-08-09T15:21:00Z,64,2,message,0.064,0,0
ld_extra_09095,FacebookAds,nurturing,[],30,low,cmp_435,Son Kem Lì Flawsome Mịn Nhẹ Xoxo - Hồng Đỏ Đất 3g,user_11,2025-01-15T08:59:00Z,48,1,chat,0.1613,1,215000
ld_extra_03356,TiktokAds,nurturing,['quan-tam-son'],35,high,,[HSD 03/2026] Son Tint Black Rouge DL14 Maximal Brown - Nâu Gạch 4.1g,user_25,2025-05-19T01:28:00Z,9,3,chat,0.2187,0,0
ld_extra_08632,TiktokAds,qualified,[],22,low,cmp_707,Son Kem Lì Flawsome Mịn Nhẹ Xoxo - Hồng Đỏ Đất 3g,user_01,2025-07-12T07:32:00Z,66,1,message,0.1035,0,0
ld_02849,Website,contacted,['mua-lai'],98,high,cmp_649,Son Dưỡng B.O.M 05 Pure Cherry - Hồng San Hô 4.5g,user_20,2025-04-27T17:59:00Z,33,3,call,0.4084,1,311000
ld_extra_02792,InBound,qualified,['quan-tam-son'],100,urgent,cmp_449,Son Kem Lì 3CE Mịn Màng Như Nhung Private - Đỏ Lạnh 4g,user_27,2025-05-14T20:05:00Z,62,2,chat,0.4956,0,0
ld_07723,LandingPage,new,[],43,low,cmp_370,Son Kem Black Rouge FV05 Peonish - Hồng Khô 3.5g,user_15,2025-05-25T02:15:00Z,61,2,call,0.0544,0,0
ld_00813,Website,qualified,['mua-lai'],62,low,cmp_146,Nước Tẩy Trang Mắt Môi Silkygirl 55ml,user_28,2025-07-04T12:16:00Z,54,2,message,0.2196,1,92000
ld_extra_01194,Partner,new,"['hot-lead', 'mua-lai']",60,low,cmp_768,Son Bóng 3CE Dạng Gel Màu Shy 4g,user_23,2025-03-23T13:18:00Z,46,0,,0.3327,1,257000
ld_05136,FacebookAds,new,[],25,low,cmp_571,Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,user_02,2025-02-19T01:16:00Z,3,0,,0.04,0,0
ld_08511,TiktokAds,qualified,[],43,high,cmp_176,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,user_24,2025-04-26T18:32:00Z,14,0,,0.1344,0,0
ld_07435,TiktokAds,contacted,[],55,urgent,,Son Kem Lì Silkygirl Lâu Trôi 02 Fancy - Hồng Đất 2ml,,2025-02-23T07:51:00Z,80,2,chat,0.144,0,0
ld_extra_06477,Website,new,['vip'],87,high,cmp_810,Son Bóng Joocyee Màu 06 Dirty Milk Coffee 3.2g,user_23,2025-05-20T15:48:00Z,30,2,call,0.2592,0,0
ld_00937,LandingPage,nurturing,['quan-tam-duong-da'],85,high,cmp_379,Son Kem Black Rouge FV02 Fig Rose - Hồng Ánh Cam 3.5g,user_27,2025-05-28T06:31:00Z,53,2,call,0.168,1,178000
ld_extra_01966,Website,new,['vip'],71,high,,"Tinh Chất Dưỡng Môi Torriden Căng Mọng, Cấp Ẩm 11ml",user_30,2025-10-06T10:10:00Z,0,4,chat,0.3925,1,297000
ld_01693,TiktokAds,qualified,['vip'],43,medium,cmp_256,"Son Dưỡng Môi Milaganics Dừa Dưỡng Ẩm, Giảm Thâm Môi 4.5g",user_27,2025-04-18T21:16:00Z,74,1,chat,0.2044,1,27000
ld_06217,FacebookAds,nurturing,[],44,high,,Son Bóng Maybelline 125 Keen - Hồng Đào Đất 4.2ml,user_28,2025-02-16T05:52:00Z,30,0,,0.1352,0,0
ld_09460,InBound,qualified,[],50,high,,Son Kem Black Rouge FV01 Pink Rest - Hồng Đào 3.5g,user_12,2025-10-09T21:48:00Z,83,1,call,0.39,0,0
ld_extra_02528,Partner,nurturing,['vip'],88,high,,Son Tint Joocyee Màu 740 Red Kerria 5.2g,user_02,2025-12-09T20:23:00Z,22,5,message,0.6111,1,308000
ld_extra_05485,InBound,qualified,"['hot-lead', 'vip']",81,urgent,cmp_397,[HSD 02/2026] Son Kem Lì 2In1 Silkygirl 01 Honey Peach Cam Đào Nude 3.8ml,,2025-04-05T15:09:00Z,25,2,message,0.5075,0,0
ld_05793,Referral,new,['quan-tam-duong-da'],57,medium,cmp_598,Son Kem Lì Cathy Doll #02 Fluffy Pink 3.5 g,user_30,2025-10-24T20:01:00Z,6,0,,0.3156,0,0
ld_extra_02267,LandingPage,new,['quan-tam-duong-da'],43,medium,cmp_189,Son Kem Lì Flawsome Mịn Nhẹ Xoxo - Hồng Đỏ Đất 3g,user_13,2025-06-02T14:59:00Z,62,0,,0.0906,0,0
ld_02222,Website,contacted,['vip'],65,high,cmp_197,[HSD 03/2026] Son Tint Black Rouge DL14 Maximal Brown - Nâu Gạch 4.1g,user_04,2025-10-24T15:25:00Z,83,2,call,0.302,1,71000
ld_extra_05758,Website,nurturing,['quan-tam-son'],65,high,cmp_548,Son Lì Naris Ailus Mịn Môi Màu 01 Đỏ Thuần 4g,,2025-10-11T06:48:00Z,23,3,chat,0.3371,1,526000
ld_04694,Website,qualified,"['hot-lead', 'mua-lai']",82,medium,cmp_480,Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi Hương Tinh Khiết 2.4g,user_30,2025-04-27T04:39:00Z,1,5,email,0.3156,1,65000
ld_extra_00109,FacebookAds,contacted,['quan-tam-duong-da'],65,low,,Son Dưỡng Menard Giàu Ẩm Bạc Hà 3.2g,user_15,2025-05-13T17:46:00Z,74,3,email,0.0877,0,0
ld_05108,TiktokAds,new,[],53,high,cmp_181,Son Kem Lì Black Rouge A28 Mango Tulip - Cam Tulip 4.5g,user_22,2025-06-01T14:59:00Z,50,0,,0.1424,0,0
ld_extra_03481,LandingPage,contacted,[],16,low,,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_03,2025-10-24T11:41:00Z,40,1,call,0.0982,1,112000
ld_04746,Website,nurturing,"['vip', 'mua-lai']",68,urgent,,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,user_30,2025-07-23T22:20:00Z,61,2,message,0.3044,1,110000
ld_01605,Partner,new,"['vip', 'mua-lai']",54,high,cmp_374,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_21,2025-03-05T17:26:00Z,27,4,message,0.6232,1,112000
ld_extra_07396,TiktokAds,qualified,['quan-tam-duong-da'],48,low,,[HSD 03/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_21,2025-12-01T06:19:00Z,20,2,call,0.0892,0,0
ld_extra_06864,LandingPage,nurturing,['vip'],51,low,cmp_224,[HSD 07/2026] Son Tint Judydoll Căng Mọng - N05 Hồng Sung Sữa 2.4g,user_23,2025-01-23T15:14:00Z,73,2,chat,0.1739,1,135000
ld_08214,LandingPage,contacted,[],49,medium,cmp_613,Son Dưỡng B.O.M 05 Pure Cherry - Hồng San Hô 4.5g,user_01,2025-09-18T02:06:00Z,62,0,,0.0592,0,0
ld_01093,InBound,new,"['hot-lead', 'mua-lai']",57,high,cmp_358,Son Tint Black Rouge DL08 Apricot Nudism - Be Da 4.1g,user_08,2025-09-07T12:36:00Z,72,2,message,0.5456,1,370000
ld_extra_03885,TiktokAds,new,[],44,medium,,Son Kem Bùn & Má Hồng Into You - EM05 Cam Đất 2g (Thỏi),user_02,2025-07-18T17:20:00Z,38,0,,0.0655,0,0
ld_06312,LandingPage,nurturing,['quan-tam-duong-da'],40,low,cmp_548,Son Kem Lì 3CE Casual Affair - Hồng Nho 4.6g,user_22,2025-12-18T10:41:00Z,57,2,chat,0.052,0,0
ld_09013,InBound,new,[],31,low,cmp_597,"Son Dưỡng Môi Mediheal Hỗ Trợ Mờ Thâm, Dưỡng Ẩm Ban Ngày 10ml",user_01,2025-07-14T17:52:00Z,56,2,call,0.2948,0,0
ld_00352,Website,qualified,['hot-lead'],75,urgent,cmp_772,Son Dưỡng B.O.M 05 Pure Cherry - Hồng San Hô 4.5g,user_08,2025-08-05T11:44:00Z,60,2,chat,0.31,1,311000
ld_extra_04783,InBound,contacted,['hot-lead'],73,urgent,,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_28,2025-01-18T14:28:00Z,74,3,call,0.5162,1,90000
ld_01531,LandingPage,qualified,"['vip', 'mua-lai']",57,low,cmp_489,Son Dưỡng Có Màu Vaseline Hồng Cam Êm Dịu 3g,user_22,2025-06-16T21:05:00Z,62,2,email,0.2156,1,154000
ld_extra_03592,TiktokAds,new,['quan-tam-duong-da'],75,medium,cmp_555,Son Lì Naris Ailus Mịn Môi Màu 01 Đỏ Thuần 4g,user_07,2025-07-17T00:55:00Z,78,1,call,0.1317,0,0
ld_extra_05216,InBound,qualified,['quan-tam-son'],75,urgent,,Son Thỏi 3CE Căng Bóng Milky Shadow - Nâu Tự Nhiên 1.7g,user_19,2025-12-29T09:07:00Z,38,3,chat,0.4573,0,0
ld_extra_01541,Website,contacted,[],40,medium,cmp_258,Son Kem Maybelline 70 The A+ - Đỏ Cam 5ml,user_01,2025-12-16T21:30:00Z,37,1,email,0.1814,0,0
ld_00219,Website,nurturing,['vip'],80,medium,cmp_571,Son Trang Điểm Flawsome 7 Days - Hồng Cam Trầm 3g,,2025-04-10T07:02:00Z,55,3,call,0.314,1,220000
ld_06814,InBound,qualified,[],54,medium,cmp_466,"Combo Son Dưỡng Mentholatum Cho Môi Khô, Nứt Nẻ 4.3gx2",user_06,2025-03-15T02:16:00Z,7,0,,0.3132,0,0
ld_05358,LandingPage,new,['quan-tam-duong-da'],36,urgent,cmp_702,Son Kem Bùn Into You Lì Mịn Nhẹ - W3 Đỏ Đất 1.8g,user_14,2025-11-27T15:47:00Z,72,0,,0.1288,0,0
ld_extra_05730,Event,qualified,['hot-lead'],47,high,,Son Tint Nookoi Căng Mọng Màu T11 Cam Đất 3.8g,user_27,2025-10-21T23:22:00Z,49,0,,0.2854,0,0
ld_extra_03044,LandingPage,contacted,"['vip', 'mua-lai']",31,medium,cmp_294,Combo 2 Son Dưỡng Có Màu Vaseline Hồng Ngọt Ngào 3g,user_30,2025-04-19T23:50:00Z,9,1,message,0.2144,0,0
ld_01454,Website,new,['vip'],76,low,cmp_794,Son Kem Lì Black Rouge A10 Red Berry - Đỏ Berry 4.5g,user_29,2025-07-28T19:27:00Z,73,5,email,0.3108,1,192000
ld_extra_04933,FacebookAds,contacted,[],67,medium,cmp_177,Son Kem Lì Silkygirl Lâu Trôi 04 Kissy - Đỏ Cam 2ml,user_20,2025-03-20T02:11:00Z,11,2,email,0.0707,0,0
ld_04741,Partner,contacted,['mua-lai'],67,urgent,cmp_321,Son Kem Lì Australis Mịn Môi Dreamy - Màu Hồng Sen 4g,user_11,2025-09-03T15:20:00Z,43,2,call,0.5536,1,478000
ld_02815,Website,nurturing,['vip'],62,urgent,,[Mini] Son Kem Lì 3CE Laydown - Hồng Đào Trầm Pha Nâu 1.5g,user_05,2025-04-03T23:40:00Z,74,1,call,0.2996,1,69000
ld_07887,FacebookAds,new,[],26,high,cmp_900,Son Kem Lì Glamrr Q 01 Glad Day - Đỏ Nâu 5g,user_16,2025-07-15T17:59:00Z,21,2,call,0.1208,0,0
ld_04974,LandingPage,new,"['hot-lead', 'mua-lai']",74,low,cmp_201,"Combo 2 Son Dưỡng LipIce Hương Trà Sữa, Màu Hồng Cam Đất + Hương Trà Dâu - Màu Đỏ Cam 2.4g",user_04,2025-04-13T21:03:00Z,69,3,chat,0.3092,1,276000
ld_01183,Website,nurturing,['hot-lead'],56,high,,[HSD 03/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_17,2025-08-29T05:02:00Z,80,1,message,0.2948,1,30000
ld_extra_00036,Event,new,['vip'],90,high,cmp_358,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,user_26,2025-03-27T06:48:00Z,78,1,message,0.2363,0,0
ld_03948,Website,qualified,"['hot-lead', 'mua-lai']",74,high,cmp_313,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,,2025-03-28T18:18:00Z,64,4,message,0.3892,1,158000
ld_03190,InBound,new,['mua-lai'],78,low,cmp_283,"Combo Son Dưỡng Mentholatum Cho Môi Khô, Nứt Nẻ 4.3gx2",user_18,2025-09-22T23:53:00Z,29,3,call,0.5624,1,86000
ld_extra_04481,InBound,qualified,"['hot-lead', 'mua-lai']",55,high,,Son Thỏi 3CE Căng Bóng Opal Shower - Hồng Ngọc Trai 1.7g,user_23,2025-07-26T14:21:00Z,60,2,email,0.5613,0,0
ld_extra_09827,FacebookAds,nurturing,['mua-lai'],51,high,cmp_245,Son Kem Lì 3CE Mịn Màng Như Nhung Taupe - Đỏ Gạch 4g,user_02,2025-10-15T10:38:00Z,41,0,,0.2272,0,0
ld_09624,TiktokAds,new,[],37,high,cmp_444,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Đất + Đỏ Gạch 2.4g,user_23,2025-05-19T00:19:00Z,89,0,,0.1296,0,0
ld_01007,Partner,contacted,['mua-lai'],74,low,cmp_626,Son Thỏi 3CE Mềm Môi 08 Hush Red - Đỏ Mâm Xôi 3.5g,user_25,2025-10-29T20:49:00Z,58,2,call,0.4792,1,298000
ld_02326,InBound,nurturing,['vip'],80,high,cmp_497,Son Tint Nookoi Căng Mọng Màu T14 Đỏ Cam Đất 3.8g,user_25,2025-03-16T15:32:00Z,84,4,chat,0.644,1,132000
ld_extra_00646,Website,nurturing,"['hot-lead', 'vip']",91,medium,cmp_120,Son Thỏi 3CE Căng Bóng Opal Shower - Hồng Ngọc Trai 1.7g,user_01,2025-03-19T15:52:00Z,37,2,call,0.4198,0,0
ld_extra_09524,Partner,nurturing,['vip'],76,medium,cmp_333,Son Bóng Maybelline 10 Lippy - Nâu Đỏ Ấm 4.2ml,user_23,2025-01-11T07:25:00Z,17,4,message,0.4559,1,364000
ld_extra_07726,Event,nurturing,['quan-tam-duong-da'],17,medium,cmp_337,Son Kem Lì Glamrr Q 01 Glad Day - Đỏ Nâu 5g,user_24,2025-08-25T00:00:00Z,19,0,,0.0854,0,0
ld_05744,LandingPage,qualified,[],77,urgent,,Son Kem Lì Silkygirl Lâu Trôi 06 Bubbly - Đỏ Đất 2ml,user_15,2025-04-03T11:17:00Z,60,2,message,0.1616,0,0
ld_extra_02681,Referral,nurturing,['vip'],36,low,cmp_839,[HSD 07/2026] Son Tint Judydoll Căng Mọng - N05 Hồng Sung Sữa 2.4g,user_18,2025-10-09T23:13:00Z,68,0,,0.4344,0,0
ld_extra_04584,Website,nurturing,['quan-tam-duong-da'],31,medium,,Sáp Dưỡng Môi Vaseline Hồng Xinh 7g,user_13,2025-01-23T19:40:00Z,54,2,message,0.2367,0,0
ld_extra_09258,TiktokAds,nurturing,[],44,medium,cmp_597,Son Kem Lì Black Rouge A10 Red Berry - Đỏ Berry 4.5g,user_24,2025-06-10T09:24:00Z,66,0,,0.183,0,0
ld_extra_01882,InBound,new,['vip'],64,high,cmp_508,"Combo 2 Son Dưỡng LipIce Hương Trà Sữa, Màu Hồng Cam Đất + Hương Trà Dâu - Màu Đỏ Cam 2.4g",user_26,2025-04-24T14:52:00Z,89,2,chat,0.3809,1,414000
ld_01028,Partner,qualified,['mua-lai'],89,high,cmp_770,Son Dưỡng Có Màu Vaseline Đỏ Tươi Tắn 3g,user_21,2025-11-20T22:41:00Z,43,2,call,0.5712,1,231000
ld_04070,LandingPage,contacted,"['hot-lead', 'vip']",63,urgent,cmp_398,Son Lì Australis Mềm Mịn #Editorial - Cam Thuần 3.2g,user_11,2025-05-23T15:34:00Z,40,2,message,0.3004,1,228000
ld_extra_08573,InBound,nurturing,['vip'],69,high,cmp_415,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,user_08,2025-06-25T19:20:00Z,63,3,email,0.7181,1,90000
ld_extra_04653,Referral,contacted,['mua-lai'],87,medium,cmp_799,Son Kem Lì 3CE Mịn Màng Như Nhung Taupe - Đỏ Gạch 4g,user_29,2025-02-07T18:41:00Z,16,5,chat,0.5131,0,0
